_id,tarih,ilce_kodu,ilce,satis_adedi
1927,2019-06-01,1336,Gaziosmanpaşa,202
1928,2019-06-01,2010,Güngören,112
1929,2019-06-01,1421,Kadıköy,516
1930,2019-06-01,1810,Kağıthane,327
1931,2019-06-01,1449,Kartal,360
1932,2019-06-01,1823,Küçükçekmece,252
1933,2019-06-01,2012,Maltepe,299
1934,2019-06-01,1835,Pendik,494
1935,2019-06-01,2054,Sancaktepe,430
1936,2019-06-01,1604,Sarıyer,187
1937,2019-06-01,1622,Silivri,201
1938,2019-06-01,1663,Şişli,177
1939,2019-06-01,2014,Sultanbeyli,144
1940,2019-06-01,2055,Sultangazi,248
1941,2019-06-01,2015,Tuzla,285
1942,2019-06-01,1852,Ümraniye,376
1943,2019-06-01,1708,Üsküdar,167
1944,2019-06-01,1739,Zeytinburnu,146
1945,2019-07-01,2048,Arnavutköy,255
1946,2019-07-01,2049,Ataşehir,414
1947,2019-07-01,2003,Avcılar,430
1948,2019-07-01,2004,Bağcılar,338
1949,2019-07-01,2005,Bahçelievler,473
1950,2019-07-01,1166,Bakırköy,261
1951,2019-07-01,2050,Başakşehir,1094
1952,2019-07-01,1886,Bayrampaşa,178
1953,2019-07-01,1183,Beşiktaş,166
1954,2019-07-01,1185,Beykoz,22
1955,2019-07-01,2051,Beylikdüzü,952
1956,2019-07-01,1186,Beyoğlu,138
1957,2019-07-01,1782,Büyükçekmece,477
1958,2019-07-01,2052,Çekmeköy,432
1959,2019-07-01,2016,Esenler,184
1960,2019-07-01,2053,Esenyurt,2774
1961,2019-07-01,1325,Eyüpsultan,414
1962,2019-07-01,1327,Fatih,257
1963,2019-07-01,1336,Gaziosmanpaşa,353
1964,2019-07-01,2010,Güngören,152
1965,2019-07-01,1421,Kadıköy,705
1966,2019-07-01,1810,Kağıthane,465
1967,2019-07-01,1449,Kartal,627
1968,2019-07-01,1823,Küçükçekmece,434
1969,2019-07-01,2012,Maltepe,464
1970,2019-07-01,1835,Pendik,844
1971,2019-07-01,2054,Sancaktepe,609
1972,2019-07-01,1604,Sarıyer,273
1973,2019-07-01,1622,Silivri,338
1974,2019-07-01,1663,Şişli,298
1975,2019-07-01,2014,Sultanbeyli,273
1976,2019-07-01,2055,Sultangazi,446
1977,2019-07-01,2015,Tuzla,468
1978,2019-07-01,1852,Ümraniye,541
1979,2019-07-01,1708,Üsküdar,350
1980,2019-07-01,1739,Zeytinburnu,236
1981,2019-08-01,2048,Arnavutköy,255
1982,2019-08-01,2049,Ataşehir,388
1983,2019-08-01,2003,Avcılar,425
1984,2019-08-01,2004,Bağcılar,360
1985,2019-08-01,2005,Bahçelievler,432
1986,2019-08-01,1166,Bakırköy,203
1987,2019-08-01,2050,Başakşehir,927
1988,2019-08-01,1886,Bayrampaşa,176
1989,2019-08-01,1183,Beşiktaş,156
1990,2019-08-01,1185,Beykoz,15
1991,2019-08-01,2051,Beylikdüzü,886
1992,2019-08-01,1186,Beyoğlu,168
1993,2019-08-01,1782,Büyükçekmece,408
1994,2019-08-01,2052,Çekmeköy,454
1995,2019-08-01,2016,Esenler,170
1996,2019-08-01,2053,Esenyurt,2440
1997,2019-08-01,1325,Eyüpsultan,309
1998,2019-08-01,1327,Fatih,220
1999,2019-08-01,1336,Gaziosmanpaşa,320
2000,2019-08-01,2010,Güngören,159
2001,2019-08-01,1421,Kadıköy,612
2002,2019-08-01,1810,Kağıthane,410
2003,2019-08-01,1449,Kartal,585
2004,2019-08-01,1823,Küçükçekmece,438
2005,2019-08-01,2012,Maltepe,434
2006,2019-08-01,1835,Pendik,795
2007,2019-08-01,2054,Sancaktepe,673
2008,2019-08-01,1604,Sarıyer,172
2009,2019-08-01,1622,Silivri,354
2010,2019-08-01,1663,Şişli,295
2011,2019-08-01,2014,Sultanbeyli,200
2012,2019-08-01,2055,Sultangazi,384
2013,2019-08-01,2015,Tuzla,484
2014,2019-08-01,1852,Ümraniye,612
2015,2019-08-01,1708,Üsküdar,284
2016,2019-08-01,1739,Zeytinburnu,173
2017,2019-09-01,2048,Arnavutköy,404
2018,2019-09-01,2049,Ataşehir,576
2019,2019-09-01,2003,Avcılar,602
2020,2019-09-01,2004,Bağcılar,482
2021,2019-09-01,2005,Bahçelievler,646
2022,2019-09-01,1166,Bakırköy,329
2023,2019-09-01,2050,Başakşehir,1128
2024,2019-09-01,1886,Bayrampaşa,274
2025,2019-09-01,1183,Beşiktaş,168
2026,2019-09-01,1185,Beykoz,42
2027,2019-09-01,2051,Beylikdüzü,1660
2028,2019-09-01,1186,Beyoğlu,230
2029,2019-09-01,1782,Büyükçekmece,509
2030,2019-09-01,2052,Çekmeköy,669
2031,2019-09-01,2016,Esenler,327
2032,2019-09-01,2053,Esenyurt,3167
2033,2019-09-01,1325,Eyüpsultan,481
2034,2019-09-01,1327,Fatih,364
2035,2019-09-01,1336,Gaziosmanpaşa,491
2036,2019-09-01,2010,Güngören,194
2037,2019-09-01,1421,Kadıköy,1012
2038,2019-09-01,1810,Kağıthane,632
2039,2019-09-01,1449,Kartal,774
2040,2019-09-01,1823,Küçükçekmece,735
2041,2019-09-01,2012,Maltepe,739
2042,2019-09-01,1835,Pendik,1174
2043,2019-09-01,2054,Sancaktepe,957
2044,2019-09-01,1604,Sarıyer,261
2045,2019-09-01,1622,Silivri,456
2046,2019-09-01,1663,Şişli,423
2047,2019-09-01,2014,Sultanbeyli,266
2048,2019-09-01,2055,Sultangazi,644
2049,2019-09-01,2015,Tuzla,791
2050,2019-09-01,1852,Ümraniye,831
2051,2019-09-01,1708,Üsküdar,416
2052,2019-09-01,1739,Zeytinburnu,247
2053,2019-10-01,2048,Arnavutköy,447
2054,2019-10-01,2049,Ataşehir,607
2055,2019-10-01,2003,Avcılar,637
2056,2019-10-01,2004,Bağcılar,526
2057,2019-10-01,2005,Bahçelievler,802
2058,2019-10-01,1166,Bakırköy,397
2059,2019-10-01,2050,Başakşehir,1148
2060,2019-10-01,1886,Bayrampaşa,244
2061,2019-10-01,1183,Beşiktaş,235
2062,2019-10-01,1185,Beykoz,28
2063,2019-10-01,2051,Beylikdüzü,1218
2064,2019-10-01,1186,Beyoğlu,223
2065,2019-10-01,1782,Büyükçekmece,565
2066,2019-10-01,2052,Çekmeköy,666
2067,2019-10-01,2016,Esenler,344
2068,2019-10-01,2053,Esenyurt,3330
2069,2019-10-01,1325,Eyüpsultan,547
2070,2019-10-01,1327,Fatih,395
2071,2019-10-01,1336,Gaziosmanpaşa,558
2072,2019-10-01,2010,Güngören,262
2073,2019-10-01,1421,Kadıköy,1119
2074,2019-10-01,1810,Kağıthane,603
2075,2019-10-01,1449,Kartal,864
2076,2019-10-01,1823,Küçükçekmece,798
2077,2019-10-01,2012,Maltepe,682
2078,2019-10-01,1835,Pendik,1217
2079,2019-10-01,2054,Sancaktepe,1030
2080,2019-10-01,1604,Sarıyer,385
2081,2019-10-01,1622,Silivri,476
2082,2019-10-01,1663,Şişli,786
2083,2019-10-01,2014,Sultanbeyli,287
2084,2019-10-01,2055,Sultangazi,648
2085,2019-10-01,2015,Tuzla,643
2086,2019-10-01,1852,Ümraniye,874
2087,2019-10-01,1708,Üsküdar,422
2088,2019-10-01,1739,Zeytinburnu,284
2089,2019-11-01,2048,Arnavutköy,444
2090,2019-11-01,2049,Ataşehir,599
2091,2019-11-01,2003,Avcılar,671
2092,2019-11-01,2004,Bağcılar,543
2093,2019-11-01,2005,Bahçelievler,880
2094,2019-11-01,1166,Bakırköy,389
2095,2019-11-01,2050,Başakşehir,1528
2096,2019-11-01,1886,Bayrampaşa,274
2097,2019-11-01,1183,Beşiktaş,228
2098,2019-11-01,1185,Beykoz,33
2099,2019-11-01,2051,Beylikdüzü,1257
2100,2019-11-01,1186,Beyoğlu,244
2101,2019-11-01,1782,Büyükçekmece,604
2102,2019-11-01,2052,Çekmeköy,671
2103,2019-11-01,2016,Esenler,335
2104,2019-11-01,2053,Esenyurt,3113
2105,2019-11-01,1325,Eyüpsultan,522
2106,2019-11-01,1327,Fatih,377
2107,2019-11-01,1336,Gaziosmanpaşa,646
2108,2019-11-01,2010,Güngören,260
2109,2019-11-01,1421,Kadıköy,1282
2110,2019-11-01,1810,Kağıthane,668
2111,2019-11-01,1449,Kartal,928
2112,2019-11-01,1823,Küçükçekmece,809
2113,2019-11-01,2012,Maltepe,789
2114,2019-11-01,1835,Pendik,1094
2115,2019-11-01,2054,Sancaktepe,1059
2116,2019-11-01,1604,Sarıyer,391
2117,2019-11-01,1622,Silivri,459
2118,2019-11-01,1663,Şişli,439
2119,2019-11-01,2014,Sultanbeyli,257
2120,2019-11-01,2055,Sultangazi,708
2121,2019-11-01,2015,Tuzla,589
2122,2019-11-01,1852,Ümraniye,952
2123,2019-11-01,1708,Üsküdar,469
2124,2019-11-01,1739,Zeytinburnu,266
2125,2019-12-01,2048,Arnavutköy,638
2126,2019-12-01,2049,Ataşehir,1086
2127,2019-12-01,2003,Avcılar,1045
2128,2019-12-01,2004,Bağcılar,895
2129,2019-12-01,2005,Bahçelievler,1185
2130,2019-12-01,1166,Bakırköy,714
2131,2019-12-01,2050,Başakşehir,2145
2132,2019-12-01,1886,Bayrampaşa,455
2133,2019-12-01,1183,Beşiktaş,459
2134,2019-12-01,1185,Beykoz,85
2135,2019-12-01,2051,Beylikdüzü,2080
2136,2019-12-01,1186,Beyoğlu,362
2137,2019-12-01,1782,Büyükçekmece,1005
2138,2019-12-01,2052,Çekmeköy,996
2139,2019-12-01,2016,Esenler,486
2140,2019-12-01,2053,Esenyurt,4608
2141,2019-12-01,1325,Eyüpsultan,900
2142,2019-12-01,1327,Fatih,622
2143,2019-12-01,1336,Gaziosmanpaşa,910
2144,2019-12-01,2010,Güngören,366
2145,2019-12-01,1421,Kadıköy,1841
2146,2019-12-01,1810,Kağıthane,1232
2147,2019-12-01,1449,Kartal,1702
2148,2019-12-01,1823,Küçükçekmece,1444
2149,2019-12-01,2012,Maltepe,1306
2150,2019-12-01,1835,Pendik,2089
2151,2019-12-01,2054,Sancaktepe,1618
2152,2019-12-01,1604,Sarıyer,817
2153,2019-12-01,1622,Silivri,640
2154,2019-12-01,1663,Şişli,773
2155,2019-12-01,2014,Sultanbeyli,479
2156,2019-12-01,2055,Sultangazi,1076
2157,2019-12-01,2015,Tuzla,892
2158,2019-12-01,1852,Ümraniye,1584
2159,2019-12-01,1708,Üsküdar,969
2160,2019-12-01,1739,Zeytinburnu,527
2161,2020-01-01,2048,Arnavutköy,318
2162,2020-01-01,2049,Ataşehir,482
2163,2020-01-01,2003,Avcılar,584
2164,2020-01-01,2004,Bağcılar,522
2165,2020-01-01,2005,Bahçelievler,623
2166,2020-01-01,1166,Bakırköy,347
2167,2020-01-01,2050,Başakşehir,983
2168,2020-01-01,1886,Bayrampaşa,213
2169,2020-01-01,1183,Beşiktaş,197
2170,2020-01-01,1185,Beykoz,14
2171,2020-01-01,2051,Beylikdüzü,1098
2172,2020-01-01,1186,Beyoğlu,175
2173,2020-01-01,1782,Büyükçekmece,430
2174,2020-01-01,2052,Çekmeköy,638
2175,2020-01-01,2016,Esenler,252
2176,2020-01-01,2053,Esenyurt,3247
2177,2020-01-01,1325,Eyüpsultan,477
2178,2020-01-01,1327,Fatih,360
2179,2020-01-01,1336,Gaziosmanpaşa,725
2180,2020-01-01,2010,Güngören,216
2181,2020-01-01,1421,Kadıköy,889
2182,2020-01-01,1810,Kağıthane,625
2183,2020-01-01,1449,Kartal,725
2184,2020-01-01,1823,Küçükçekmece,652
2185,2020-01-01,2012,Maltepe,625
2186,2020-01-01,1835,Pendik,1067
2187,2020-01-01,2054,Sancaktepe,993
2188,2020-01-01,1604,Sarıyer,220
2189,2020-01-01,1622,Silivri,342
2190,2020-01-01,1663,Şişli,291
2191,2020-01-01,2014,Sultanbeyli,280
2192,2020-01-01,2055,Sultangazi,567
2193,2020-01-01,2015,Tuzla,480
2194,2020-01-01,1852,Ümraniye,789
2195,2020-01-01,1708,Üsküdar,368
2196,2020-01-01,1739,Zeytinburnu,245
2197,2020-02-01,2048,Arnavutköy,351
2198,2020-02-01,2049,Ataşehir,536
2199,2020-02-01,2003,Avcılar,621
2200,2020-02-01,2004,Bağcılar,503
2201,2020-02-01,2005,Bahçelievler,739
2202,2020-02-01,1166,Bakırköy,381
2203,2020-02-01,2050,Başakşehir,1198
2204,2020-02-01,1886,Bayrampaşa,264
2205,2020-02-01,1183,Beşiktaş,215
2206,2020-02-01,1185,Beykoz,44
2207,2020-02-01,2051,Beylikdüzü,1167
2208,2020-02-01,1186,Beyoğlu,240
2209,2020-02-01,1782,Büyükçekmece,546
2210,2020-02-01,2052,Çekmeköy,600
2211,2020-02-01,2016,Esenler,272
2212,2020-02-01,2053,Esenyurt,3232
2213,2020-02-01,1325,Eyüpsultan,513
2214,2020-02-01,1327,Fatih,360
2215,2020-02-01,1336,Gaziosmanpaşa,499
2216,2020-02-01,2010,Güngören,224
2217,2020-02-01,1421,Kadıköy,939
2218,2020-02-01,1810,Kağıthane,572
2219,2020-02-01,1449,Kartal,816
2220,2020-02-01,1823,Küçükçekmece,674
2221,2020-02-01,2012,Maltepe,689
2222,2020-02-01,1835,Pendik,988
2223,2020-02-01,2054,Sancaktepe,929
2224,2020-02-01,1604,Sarıyer,279
2225,2020-02-01,1622,Silivri,365
2226,2020-02-01,1663,Şişli,333
2227,2020-02-01,2014,Sultanbeyli,272
2228,2020-02-01,2055,Sultangazi,657
2229,2020-02-01,2015,Tuzla,543
2230,2020-02-01,1852,Ümraniye,1070
2231,2020-02-01,1708,Üsküdar,431
2232,2020-02-01,1739,Zeytinburnu,335
2233,2020-03-01,2048,Arnavutköy,311
2234,2020-03-01,2049,Ataşehir,548
2235,2020-03-01,2003,Avcılar,490
2236,2020-03-01,2004,Bağcılar,404
2237,2020-03-01,2005,Bahçelievler,563
2238,2020-03-01,1166,Bakırköy,279
2239,2020-03-01,2050,Başakşehir,965
2240,2020-03-01,1886,Bayrampaşa,234
2241,2020-03-01,1183,Beşiktaş,207
2242,2020-03-01,1185,Beykoz,43
2243,2020-03-01,2051,Beylikdüzü,1005
2244,2020-03-01,1186,Beyoğlu,188
2245,2020-03-01,1782,Büyükçekmece,454
2246,2020-03-01,2052,Çekmeköy,534
2247,2020-03-01,2016,Esenler,243
2248,2020-03-01,2053,Esenyurt,2770
2249,2020-03-01,1325,Eyüpsultan,457
2250,2020-03-01,1327,Fatih,275
2251,2020-03-01,1336,Gaziosmanpaşa,403
2252,2020-03-01,2010,Güngören,189
2253,2020-03-01,1421,Kadıköy,855
2254,2020-03-01,1810,Kağıthane,559
2255,2020-03-01,1449,Kartal,814
2256,2020-03-01,1823,Küçükçekmece,481
2257,2020-03-01,2012,Maltepe,653
2258,2020-03-01,1835,Pendik,947
2259,2020-03-01,2054,Sancaktepe,870
2260,2020-03-01,1604,Sarıyer,248
2261,2020-03-01,1622,Silivri,350
2262,2020-03-01,1663,Şişli,325
2263,2020-03-01,2014,Sultanbeyli,244
2264,2020-03-01,2055,Sultangazi,577
2265,2020-03-01,2015,Tuzla,544
2266,2020-03-01,1852,Ümraniye,977
2267,2020-03-01,1708,Üsküdar,369
2268,2020-03-01,1739,Zeytinburnu,227
2269,2020-04-01,2048,Arnavutköy,133
2270,2020-04-01,2049,Ataşehir,126
2271,2020-04-01,2003,Avcılar,119
2272,2020-04-01,2004,Bağcılar,161
2273,2020-04-01,2005,Bahçelievler,171
2274,2020-04-01,1166,Bakırköy,72
2275,2020-04-01,2050,Başakşehir,230
2276,2020-04-01,1886,Bayrampaşa,69
2277,2020-04-01,1183,Beşiktaş,25
2278,2020-04-01,1185,Beykoz,9
2279,2020-04-01,2051,Beylikdüzü,298
2280,2020-04-01,1186,Beyoğlu,69
2281,2020-04-01,1782,Büyükçekmece,140
2282,2020-04-01,2052,Çekmeköy,201
2283,2020-04-01,2016,Esenler,61
2284,2020-04-01,2053,Esenyurt,919
2285,2020-04-01,1325,Eyüpsultan,135
2286,2020-04-01,1327,Fatih,71
2287,2020-04-01,1336,Gaziosmanpaşa,129
2288,2020-04-01,2010,Güngören,44
2289,2020-04-01,1421,Kadıköy,193
2290,2020-04-01,1810,Kağıthane,181
2291,2020-04-01,1449,Kartal,253
2292,2020-04-01,1823,Küçükçekmece,153
2293,2020-04-01,2012,Maltepe,176
2294,2020-04-01,1835,Pendik,343
2295,2020-04-01,2054,Sancaktepe,328
2296,2020-04-01,1604,Sarıyer,59
2297,2020-04-01,1622,Silivri,150
2298,2020-04-01,1663,Şişli,80
2299,2020-04-01,2014,Sultanbeyli,103
2300,2020-04-01,2055,Sultangazi,179
2301,2020-04-01,2015,Tuzla,185
2302,2020-04-01,1852,Ümraniye,361
2303,2020-04-01,1708,Üsküdar,87
2304,2020-04-01,1739,Zeytinburnu,44
2305,2020-05-01,2048,Arnavutköy,116
2306,2020-05-01,2049,Ataşehir,157
2307,2020-05-01,2003,Avcılar,174
2308,2020-05-01,2004,Bağcılar,136
2309,2020-05-01,2005,Bahçelievler,166
2310,2020-05-01,1166,Bakırköy,111
2311,2020-05-01,2050,Başakşehir,298
2312,2020-05-01,1886,Bayrampaşa,72
2313,2020-05-01,1183,Beşiktaş,65
2314,2020-05-01,1185,Beykoz,18
2315,2020-05-01,2051,Beylikdüzü,703
2316,2020-05-01,1186,Beyoğlu,65
2317,2020-05-01,1782,Büyükçekmece,216
2318,2020-05-01,2052,Çekmeköy,260
2319,2020-05-01,2016,Esenler,84
2320,2020-05-01,2053,Esenyurt,956
2321,2020-05-01,1325,Eyüpsultan,166
2322,2020-05-01,1327,Fatih,104
2323,2020-05-01,1336,Gaziosmanpaşa,171
2324,2020-05-01,2010,Güngören,60
2325,2020-05-01,1421,Kadıköy,261
2326,2020-05-01,1810,Kağıthane,213
2327,2020-05-01,1449,Kartal,301
2328,2020-05-01,1823,Küçükçekmece,190
2329,2020-05-01,2012,Maltepe,259
2330,2020-05-01,1835,Pendik,437
2331,2020-05-01,2054,Sancaktepe,378
2332,2020-05-01,1604,Sarıyer,104
2333,2020-05-01,1622,Silivri,194
2334,2020-05-01,1663,Şişli,83
2335,2020-05-01,2014,Sultanbeyli,119
2336,2020-05-01,2055,Sultangazi,176
2337,2020-05-01,2015,Tuzla,244
2338,2020-05-01,1852,Ümraniye,336
2339,2020-05-01,1708,Üsküdar,117
2340,2020-05-01,1739,Zeytinburnu,48
2341,2020-06-01,2048,Arnavutköy,507
2342,2020-06-01,2049,Ataşehir,989
2343,2020-06-01,2003,Avcılar,631
2344,2020-06-01,2004,Bağcılar,568
2345,2020-06-01,2005,Bahçelievler,913
2346,2020-06-01,1166,Bakırköy,368
2347,2020-06-01,2050,Başakşehir,1162
2348,2020-06-01,1886,Bayrampaşa,361
2349,2020-06-01,1183,Beşiktaş,195
2350,2020-06-01,1185,Beykoz,48
2351,2020-06-01,2051,Beylikdüzü,1417
2352,2020-06-01,1186,Beyoğlu,257
2353,2020-06-01,1782,Büyükçekmece,860
2354,2020-06-01,2052,Çekmeköy,982
2355,2020-06-01,2016,Esenler,303
2356,2020-06-01,2053,Esenyurt,3130
2357,2020-06-01,1325,Eyüpsultan,630
2358,2020-06-01,1327,Fatih,365
2359,2020-06-01,1336,Gaziosmanpaşa,646
2360,2020-06-01,2010,Güngören,262
2361,2020-06-01,1421,Kadıköy,1060
2362,2020-06-01,1810,Kağıthane,787
2363,2020-06-01,1449,Kartal,1309
2364,2020-06-01,1823,Küçükçekmece,717
2365,2020-06-01,2012,Maltepe,957
2366,2020-06-01,1835,Pendik,1599
2367,2020-06-01,2054,Sancaktepe,1737
2368,2020-06-01,1604,Sarıyer,287
2369,2020-06-01,1622,Silivri,692
2370,2020-06-01,1663,Şişli,381
2371,2020-06-01,2014,Sultanbeyli,506
2372,2020-06-01,2055,Sultangazi,719
2373,2020-06-01,2015,Tuzla,992
2374,2020-06-01,1852,Ümraniye,1288
2375,2020-06-01,1708,Üsküdar,534
2376,2020-06-01,1739,Zeytinburnu,299
2377,2020-07-01,2048,Arnavutköy,818
2378,2020-07-01,2049,Ataşehir,1314
2379,2020-07-01,2003,Avcılar,1004
2380,2020-07-01,2004,Bağcılar,717
2381,2020-07-01,2005,Bahçelievler,1294
2382,2020-07-01,1166,Bakırköy,507
2383,2020-07-01,2050,Başakşehir,1473
2384,2020-07-01,1886,Bayrampaşa,455
2385,2020-07-01,1183,Beşiktaş,286
2386,2020-07-01,1185,Beykoz,81
2387,2020-07-01,2051,Beylikdüzü,1993
2388,2020-07-01,1186,Beyoğlu,363
2389,2020-07-01,1782,Büyükçekmece,1101
2390,2020-07-01,2052,Çekmeköy,1407
2391,2020-07-01,2016,Esenler,383
2392,2020-07-01,2053,Esenyurt,4061
2393,2020-07-01,1325,Eyüpsultan,935
2394,2020-07-01,1327,Fatih,571
2395,2020-07-01,1336,Gaziosmanpaşa,897
2396,2020-07-01,2010,Güngören,425
2397,2020-07-01,1421,Kadıköy,1512
2398,2020-07-01,1810,Kağıthane,1010
2399,2020-07-01,1449,Kartal,1607
2400,2020-07-01,1823,Küçükçekmece,1053
2401,2020-07-01,2012,Maltepe,1388
2402,2020-07-01,1835,Pendik,2355
2403,2020-07-01,2054,Sancaktepe,2122
2404,2020-07-01,1604,Sarıyer,425
2405,2020-07-01,1622,Silivri,875
2406,2020-07-01,1663,Şişli,551
2407,2020-07-01,2014,Sultanbeyli,637
2408,2020-07-01,2055,Sultangazi,1007
2409,2020-07-01,2015,Tuzla,1300
2410,2020-07-01,1852,Ümraniye,1914
2411,2020-07-01,1708,Üsküdar,736
2412,2020-07-01,1739,Zeytinburnu,474
2413,2020-08-01,2048,Arnavutköy,612
2414,2020-08-01,2049,Ataşehir,817
2415,2020-08-01,2003,Avcılar,777
2416,2020-08-01,2004,Bağcılar,582
2417,2020-08-01,2005,Bahçelievler,884
2418,2020-08-01,1166,Bakırköy,414
2419,2020-08-01,2050,Başakşehir,1032
2420,2020-08-01,1886,Bayrampaşa,299
2421,2020-08-01,1183,Beşiktaş,220
2422,2020-08-01,1185,Beykoz,53
2423,2020-08-01,2051,Beylikdüzü,1489
2424,2020-08-01,1186,Beyoğlu,235
2425,2020-08-01,1782,Büyükçekmece,772
2426,2020-08-01,2052,Çekmeköy,1055
2427,2020-08-01,2016,Esenler,288
2428,2020-08-01,2053,Esenyurt,4764
2429,2020-08-01,1325,Eyüpsultan,674
2430,2020-08-01,1327,Fatih,417
2431,2020-08-01,1336,Gaziosmanpaşa,656
2432,2020-08-01,2010,Güngören,318
2433,2020-08-01,1421,Kadıköy,1256
2434,2020-08-01,1810,Kağıthane,642
2435,2020-08-01,1449,Kartal,1060
2436,2020-08-01,1823,Küçükçekmece,910
2437,2020-08-01,2012,Maltepe,871
2438,2020-08-01,1835,Pendik,1723
2439,2020-08-01,2054,Sancaktepe,1413
2440,2020-08-01,1604,Sarıyer,409
2441,2020-08-01,1622,Silivri,652
2442,2020-08-01,1663,Şişli,425
2443,2020-08-01,2014,Sultanbeyli,398
2444,2020-08-01,2055,Sultangazi,721
2445,2020-08-01,2015,Tuzla,758
2446,2020-08-01,1852,Ümraniye,1369
2447,2020-08-01,1708,Üsküdar,719
2448,2020-08-01,1739,Zeytinburnu,349
2449,2020-09-01,2048,Arnavutköy,586
2450,2020-09-01,2049,Ataşehir,703
2451,2020-09-01,2003,Avcılar,629
2452,2020-09-01,2004,Bağcılar,476
2453,2020-09-01,2005,Bahçelievler,799
2454,2020-09-01,1166,Bakırköy,387
2455,2020-09-01,2050,Başakşehir,986
2456,2020-09-01,1886,Bayrampaşa,302
2457,2020-09-01,1183,Beşiktaş,211
2458,2020-09-01,1185,Beykoz,45
2459,2020-09-01,2051,Beylikdüzü,1343
2460,2020-09-01,1186,Beyoğlu,234
2461,2020-09-01,1782,Büyükçekmece,801
2462,2020-09-01,2052,Çekmeköy,776
2463,2020-09-01,2016,Esenler,213
2464,2020-09-01,2053,Esenyurt,3956
2465,2020-09-01,1325,Eyüpsultan,510
2466,2020-09-01,1327,Fatih,418
2467,2020-09-01,1336,Gaziosmanpaşa,622
2468,2020-09-01,2010,Güngören,260
2469,2020-09-01,1421,Kadıköy,1053
2470,2020-09-01,1810,Kağıthane,497
2471,2020-09-01,1449,Kartal,868
2472,2020-09-01,1823,Küçükçekmece,622
2473,2020-09-01,2012,Maltepe,721
2474,2020-09-01,1835,Pendik,1204
2475,2020-09-01,2054,Sancaktepe,1021
2476,2020-09-01,1604,Sarıyer,303
2477,2020-09-01,1622,Silivri,578
2478,2020-09-01,1663,Şişli,350
2479,2020-09-01,2014,Sultanbeyli,332
2480,2020-09-01,2055,Sultangazi,676
2481,2020-09-01,2015,Tuzla,540
2482,2020-09-01,1852,Ümraniye,1011
2483,2020-09-01,1708,Üsküdar,515
2484,2020-09-01,1739,Zeytinburnu,408
2485,2020-10-01,2048,Arnavutköy,403
2486,2020-10-01,2049,Ataşehir,534
2487,2020-10-01,2003,Avcılar,620
2488,2020-10-01,2004,Bağcılar,421
2489,2020-10-01,2005,Bahçelievler,679
2490,2020-10-01,1166,Bakırköy,378
2491,2020-10-01,2050,Başakşehir,1123
2492,2020-10-01,1886,Bayrampaşa,289
2493,2020-10-01,1183,Beşiktaş,201
2494,2020-10-01,1185,Beykoz,62
2495,2020-10-01,2051,Beylikdüzü,1168
2496,2020-10-01,1186,Beyoğlu,235
2497,2020-10-01,1782,Büyükçekmece,657
2498,2020-10-01,2052,Çekmeköy,665
2499,2020-10-01,2016,Esenler,265
2500,2020-10-01,2053,Esenyurt,3181
2501,2020-10-01,1325,Eyüpsultan,455
2502,2020-10-01,1327,Fatih,385
2503,2020-10-01,1336,Gaziosmanpaşa,492
2504,2020-10-01,2010,Güngören,282
2505,2020-10-01,1421,Kadıköy,912
2506,2020-10-01,1810,Kağıthane,501
2507,2020-10-01,1449,Kartal,805
2508,2020-10-01,1823,Küçükçekmece,601
2509,2020-10-01,2012,Maltepe,581
2510,2020-10-01,1835,Pendik,1073
2511,2020-10-01,2054,Sancaktepe,849
2512,2020-10-01,1604,Sarıyer,272
2513,2020-10-01,1622,Silivri,473
2514,2020-10-01,1663,Şişli,395
2515,2020-10-01,2014,Sultanbeyli,334
2516,2020-10-01,2055,Sultangazi,511
2517,2020-10-01,2015,Tuzla,490
2518,2020-10-01,1852,Ümraniye,862
2519,2020-10-01,1708,Üsküdar,437
2520,2020-10-01,1739,Zeytinburnu,447
2521,2020-11-01,2048,Arnavutköy,354
2522,2020-11-01,2049,Ataşehir,595
2523,2020-11-01,2003,Avcılar,599
2524,2020-11-01,2004,Bağcılar,501
2525,2020-11-01,2005,Bahçelievler,731
2526,2020-11-01,1166,Bakırköy,343
2527,2020-11-01,2050,Başakşehir,924
2528,2020-11-01,1886,Bayrampaşa,237
2529,2020-11-01,1183,Beşiktaş,215
2530,2020-11-01,1185,Beykoz,50
2531,2020-11-01,2051,Beylikdüzü,1031
2532,2020-11-01,1186,Beyoğlu,197
2533,2020-11-01,1782,Büyükçekmece,546
2534,2020-11-01,2052,Çekmeköy,681
2535,2020-11-01,2016,Esenler,162
2536,2020-11-01,2053,Esenyurt,3176
2537,2020-11-01,1325,Eyüpsultan,476
2538,2020-11-01,1327,Fatih,350
2539,2020-11-01,1336,Gaziosmanpaşa,453
2540,2020-11-01,2010,Güngören,247
2541,2020-11-01,1421,Kadıköy,917
2542,2020-11-01,1810,Kağıthane,502
2543,2020-11-01,1449,Kartal,783
2544,2020-11-01,1823,Küçükçekmece,508
2545,2020-11-01,2012,Maltepe,589
2546,2020-11-01,1835,Pendik,904
2547,2020-11-01,2054,Sancaktepe,781
2548,2020-11-01,1604,Sarıyer,280
2549,2020-11-01,1622,Silivri,412
2550,2020-11-01,1663,Şişli,331
2551,2020-11-01,2014,Sultanbeyli,260
